date,title,source,url,fetched_at
2026-06-23,"Hike minimum import price of arecanut to ₹451 per kg, areca growers urge Centre - thehindu.com",thehindu.com,https://news.google.com/rss/articles/CBMi3AFBVV95cUxQMnBtUXllVnk0UXFYaTZ0M2djaHUtV2RkNXdyc2EzR3hKRXRMQ2FMX292OHZmSnlXd01SRFFCcmhKY0ZhaXBjTWZraGZsbnprTkYtWENHU0dUN0dxcWx4U3Z2R0l0TW9VWHVQa0REeEczY3ZjRlRTRC12UXhYblhfR0JTQlJiQUhMT29qM1pRRGZRSXhVOGJqbXpZS3NwVmpFa3Foa0dTT014dVdTQTdYcGNETWpYc2RHWm5CZUowT1YxNnk2QXR6T3dsUV9CdWlZQkl6eUlMZ1lDVjcy0gHjAUFVX3lxTE10NWl6ekJ1NHB4TENuSmxtdHhHekdWeHp0aDY5WlJoUjN1eEw3SGFCcVR3eTJ3Y21YSWF1NlZtTWJMNnB4YmRFMjVaamVYNmJuek5zMHhIbU9peGhXclluLTNZTDVNenl5ZlBVM2dKNElxVkQtTGV6b1pZYTVlZy1DSkdOOU1zbFNTakVrVTZvS2V4NER4YWFQYjg2dnJEV1h3YTJiNElGeUVfNVpqZjYtUGQ1NXpwOXo5OEJwTGE1TTk3WEFwNXhYX2hjcVJ6WVZ5b2pMVmVBSXJxU1l1VFVVUkpj?oc=5,2026-08-10T10:07:49+00:00
2026-06-14,Campco flags double tax burden on arecanut trade - timesofindia.indiatimes.com,timesofindia.indiatimes.com,https://news.google.com/rss/articles/CBMiwwFBVV95cUxQRnZFNndCamEwUTZtbW11Tlc2V0VDS3J4d1Ixb0UteUgwdS01ZkVDcjlXQnVFS21HNmJfNW1LMlNaUDNJa3hHellXZTlwTHdTb3JNNXJQam9QQXpjUTVSY1lJakVuNm41dlI2VWdaWUtETDVLcjNmWUk4dGNDRlZJajZGbzBzaThkbFNTQkJGekxOMjEtanVKdjdHdF9kMDdOUHd6MFZ3TjV3U3FhVktJZVdKT19IWlJXdmpFU0RIa0IxenfSAcgBQVVfeXFMTmxHeWR0VXdUZHZRUUtDWWNDa2ItYWIwejNIbTZQQVVpVTlKLVZ0THFmeWVWakJNZXdUWWZ4ZGpoZmgzTHZkWlFuSHNQb096UXdyVncxZFE1WkM3OGd4Q0ZxWEhFR2dqTzlFQ2tQWjN2QktoWGluLW5xV0VtT0RZVi14Yy1GQkctWUphOEsxVS1uV2tmWWN3V1oweXl6OF9lb0RmWmliVlU5YXpzYWNYYmxmb1BCWVBhR2J2dVdQOXlfZHBnUzBqREU?oc=5,2026-08-12T09:52:33+00:00
2026-06-14,Campco flags double tax burden on arecanut trade - The Times of India,The Times of India,https://news.google.com/rss/articles/CBMiwwFBVV95cUxQRnZFNndCamEwUTZtbW11Tlc2V0VDS3J4d1Ixb0UteUgwdS01ZkVDcjlXQnVFS21HNmJfNW1LMlNaUDNJa3hHellXZTlwTHdTb3JNNXJQam9QQXpjUTVSY1lJakVuNm41dlI2VWdaWUtETDVLcjNmWUk4dGNDRlZJajZGbzBzaThkbFNTQkJGekxOMjEtanVKdjdHdF9kMDdOUHd6MFZ3TjV3U3FhVktJZVdKT19IWlJXdmpFU0RIa0IxenfSAcgBQVVfeXFMTmxHeWR0VXdUZHZRUUtDWWNDa2ItYWIwejNIbTZQQVVpVTlKLVZ0THFmeWVWakJNZXdUWWZ4ZGpoZmgzTHZkWlFuSHNQb096UXdyVncxZFE1WkM3OGd4Q0ZxWEhFR2dqTzlFQ2tQWjN2QktoWGluLW5xV0VtT0RZVi14Yy1GQkctWUphOEsxVS1uV2tmWWN3V1oweXl6OF9lb0RmWmliVlU5YXpzYWNYYmxmb1BCWVBhR2J2dVdQOXlfZHBnUzBqREU?oc=5,2026-08-11T09:47:29+00:00
2026-06-11,Arecanut cultivation is steadily gaining prominence in Tumakuru - Deccan Herald,Deccan Herald,https://news.google.com/rss/articles/CBMitwFBVV95cUxQYzVoQlJSOXpJNjdOdlI2akp3Y2d5QTlsSUdXYURkS1lxSkVuSU9IbmNHdGdVN2I3Y1JOWk91V2VFOEUzd1MxNjkwZ1poNGJSX2hvR2JTekR1LXBtVEN0TFZMelMwLURXazBuZzJISXJ5RTJDUld6bUtzLVhTU1hiMTR0TjR4eWYwclo0TkpxMWJVMmc1QTZQMHpJeFN4VERGNFBmRkdkVjBRQVRFcnRxQ0lXZzdhdU0?oc=5,2026-07-21T15:21:38+00:00
2026-05-30,Arecanut price slides sharply in Karnataka's Sirsi market; growers in trouble - Deccan Herald,Deccan Herald,https://news.google.com/rss/articles/CBMixwFBVV95cUxQQ1dHQzU1dlBwT0hPWWVfMGMzZU9mQTQ2TTAxYkRvWFhfTXlIazcxRk5GcHhUQkhkMUFnZ1pYa25QSkN2U1RQR2ZPV181OURzNVF2UDExR09pNWxGSFNGb1E4OUxjQllZRTNEUGJxeXdUMHhud2x0ZDlCOGFTYUR0QTdkalNKb3JjS3JyN0VPR1FSQmJlZEJBTS15TXNabzBTYjRfdDhTRFg0R3c5OEY4WVdvSG1sTHpYSDBhcXpZUHFzWXVpVndj?oc=5,2026-08-12T09:52:33+00:00
2026-05-30,Arecanut price slides sharply in Karnataka's Sirsi market; growers in trouble - deccanherald.com,deccanherald.com,https://news.google.com/rss/articles/CBMixwFBVV95cUxQQ1dHQzU1dlBwT0hPWWVfMGMzZU9mQTQ2TTAxYkRvWFhfTXlIazcxRk5GcHhUQkhkMUFnZ1pYa25QSkN2U1RQR2ZPV181OURzNVF2UDExR09pNWxGSFNGb1E4OUxjQllZRTNEUGJxeXdUMHhud2x0ZDlCOGFTYUR0QTdkalNKb3JjS3JyN0VPR1FSQmJlZEJBTS15TXNabzBTYjRfdDhTRFg0R3c5OEY4WVdvSG1sTHpYSDBhcXpZUHFzWXVpVndj?oc=5,2026-08-10T10:07:49+00:00
2026-04-28,"Rise in copper sulphate prices increase cultivation costs for coffee, arecanut growers - BusinessLine",BusinessLine,https://news.google.com/rss/articles/CBMi9wFBVV95cUxQamR4ejlWOXBkRkVpQkkwalRGbjNnZndCYmJBcE1PLWl2YXIzNFhjX29RWVpNT1F0cFJmWFRRcVBPRUNfWVVkVl9KcmRnSWRjN1dlYWRjb3dxUmphaEk2dkRRbGJ1b0xHemh4Qnp3emZKQmhCdFZ4MnlCNGlOWnF3RXZBZDR3ajhIT1BHTWhYcFowUEROdUZEWHdOekxySWN6N3QyMmJ4QWswdm94Q2RCbkFCTWFDUDJsYk1jdjdNX0lBcnZkcDFLbmZBbEF0eHBOVmdWemNXUTRvNi1xNzFRV3RyQUVNQzlIUXhic1Y2c3Y3Z21JazE00gH-AUFVX3lxTFBOV2tQZUJVd3lnbWlwSTJVWWxzRTFfR19ROW1LdmE5SFkwZ1pnTmVLWVNmcGZKR1ZTX2dqcGUxbFp6VFVxUlgyaVlvYUFLV3cwaXN6R283UE9ydTZsSE5SUm12TGg3RGlwUGZNdkEwdFF5bkt0MzlnRHBwcXkyeGRNeW5WOXFydFpHZFgyQkFpTFRBVjllTklXYUVpUnlvc2hFdVVnTjVFNlpaR3Y2V3pmM29JLUV0ZWxIdGNhN281dHdLR2JFaDJXeV9iMVNOTm1tTDJadE9IRF9HTjdYNlNaM0RySGJzUVdSNHdULUxUWmRBSTBjY3NnZElWcG9B?oc=5,2026-08-08T09:25:41+00:00
2026-04-28,"Rise in copper sulphate prices increase cultivation costs for coffee, arecanut growers - thehindubusinessline.com",thehindubusinessline.com,https://news.google.com/rss/articles/CBMi9wFBVV95cUxQamR4ejlWOXBkRkVpQkkwalRGbjNnZndCYmJBcE1PLWl2YXIzNFhjX29RWVpNT1F0cFJmWFRRcVBPRUNfWVVkVl9KcmRnSWRjN1dlYWRjb3dxUmphaEk2dkRRbGJ1b0xHemh4Qnp3emZKQmhCdFZ4MnlCNGlOWnF3RXZBZDR3ajhIT1BHTWhYcFowUEROdUZEWHdOekxySWN6N3QyMmJ4QWswdm94Q2RCbkFCTWFDUDJsYk1jdjdNX0lBcnZkcDFLbmZBbEF0eHBOVmdWemNXUTRvNi1xNzFRV3RyQUVNQzlIUXhic1Y2c3Y3Z21JazE00gH-AUFVX3lxTFBOV2tQZUJVd3lnbWlwSTJVWWxzRTFfR19ROW1LdmE5SFkwZ1pnTmVLWVNmcGZKR1ZTX2dqcGUxbFp6VFVxUlgyaVlvYUFLV3cwaXN6R283UE9ydTZsSE5SUm12TGg3RGlwUGZNdkEwdFF5bkt0MzlnRHBwcXkyeGRNeW5WOXFydFpHZFgyQkFpTFRBVjllTklXYUVpUnlvc2hFdVVnTjVFNlpaR3Y2V3pmM29JLUV0ZWxIdGNhN281dHdLR2JFaDJXeV9iMVNOTm1tTDJadE9IRF9HTjdYNlNaM0RySGJzUVdSNHdULUxUWmRBSTBjY3NnZElWcG9B?oc=5,2026-08-02T14:45:54+00:00
2026-04-14,"Arecanut Prices Surge In Kasaragod, Bringing Relief To Farmers - ETV Bharat",ETV Bharat,https://news.google.com/rss/articles/CBMisAFBVV95cUxNRms5bGJ0MDlzRDV1MDVUcEdMMWlEVlVNUmgwMzhsdjR4aVZIdDc3SnZ1dmNRYlVEQ256WnE3MTF5RW8zMFhzdmM0MXZRdHJYbHNJQUh3ZnZybHdYb1FCR0RLMTRuOHh0N2ZJM3cteHNEUFFSRXdFN2cyX2tnQWJwTUF4NVFTTGVSVzZwU3hOYkk1N3hIeVFaQ0NOcEpLRjNBMW9RalNOV2tZdk1iYmxrQtIBtgFBVV95cUxOTE5MSDdNek40cEdRSjk5d0Q2dUFEYXNlS3RjcDNVMFRnZ0llMC1hb2c1akhobVptVVd4VE5nWmdQNFlNS3FLVXBZQUtMOFNrVHNlSWptd3FSRk9tNjBsQkxqVEUtajVaTURYRHBWUy1kdElNZ2gyODZMa09JYWdxNDltUTVSU0FRRDl4dXRUR0FYRjZJUEtfeGJOMTkxTnZCODdOQzg5cDQ0VUhFU2VpX1RzZTlCdw?oc=5,2026-08-12T09:52:33+00:00
2026-04-14,"Arecanut Prices Surge In Kasaragod, Bringing Relief To Farmers - etvbharat.com",etvbharat.com,https://news.google.com/rss/articles/CBMisAFBVV95cUxNRms5bGJ0MDlzRDV1MDVUcEdMMWlEVlVNUmgwMzhsdjR4aVZIdDc3SnZ1dmNRYlVEQ256WnE3MTF5RW8zMFhzdmM0MXZRdHJYbHNJQUh3ZnZybHdYb1FCR0RLMTRuOHh0N2ZJM3cteHNEUFFSRXdFN2cyX2tnQWJwTUF4NVFTTGVSVzZwU3hOYkk1N3hIeVFaQ0NOcEpLRjNBMW9RalNOV2tZdk1iYmxrQtIBtgFBVV95cUxOTE5MSDdNek40cEdRSjk5d0Q2dUFEYXNlS3RjcDNVMFRnZ0llMC1hb2c1akhobVptVVd4VE5nWmdQNFlNS3FLVXBZQUtMOFNrVHNlSWptd3FSRk9tNjBsQkxqVEUtajVaTURYRHBWUy1kdElNZ2gyODZMa09JYWdxNDltUTVSU0FRRDl4dXRUR0FYRjZJUEtfeGJOMTkxTnZCODdOQzg5cDQ0VUhFU2VpX1RzZTlCdw?oc=5,2026-08-11T09:47:29+00:00
